as_of_date,current_plan_tier,current_billing_frequency,current_auto_renew_flag,current_mrr_amount,current_seats,days_since_join,days_to_expiry,cancel_flag_30d,renewal_failure_count_90d,plan_change_up_flag_90d,plan_change_down_flag_90d,usage_intensity_30d,usage_drop_ratio_30d_vs_prev_30d,leave_next_30d,leave_reason
2023-11-30,,,,,,87,,0,0,0,0,11.999166666666667,0.47234505166980184,0,stay
2023-11-30,,,,,,9,,0,0,0,0,25.139444444444443,0.0,0,stay
2023-11-30,,,,,,83,,1,0,0,0,14.315,0.0,0,stay
2023-11-30,,,,,,27,,0,0,0,0,19.58,0.0,0,stay
2023-11-30,,,,,,324,,0,0,0,0,0.0,1.0,0,stay
2023-11-30,,,,,,42,,0,0,0,0,13.599444444444444,0.46289713884500616,0,stay
2023-12-31,Basic,annual,True,342.0,18.0,136,,0,0,1,0,17.284444444444446,0.0,0,stay
2023-12-31,Basic,annual,False,342.0,18.0,80,,0,0,0,0,9.05,0.2989930286599535,1,churn_event
2023-12-31,Basic,annual,False,266.0,14.0,237,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Basic,annual,True,494.0,26.0,299,180.0,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Basic,annual,True,361.0,19.0,107,,0,0,0,0,15.608333333333333,0.7899376429949306,0,stay
2023-12-31,Basic,annual,False,0.0,19.0,247,,0,0,0,0,44.867777777777775,0.0,0,stay
2023-12-31,Basic,annual,True,608.0,32.0,241,,0,0,0,0,39.68361111111111,0.0,1,churn_event
2023-12-31,Basic,annual,False,646.0,34.0,292,,0,0,1,0,6.553333333333334,0.3466629742453613,0,stay
2023-12-31,Basic,annual,True,380.0,20.0,362,98.0,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Basic,annual,True,874.0,46.0,43,,0,0,0,0,24.01388888888889,0.0,0,stay
2023-12-31,Basic,annual,False,1064.0,56.0,149,,0,0,1,0,17.913055555555555,0.45579212975855926,0,stay
2023-12-31,Basic,annual,True,323.0,17.0,52,,0,0,0,0,9.231111111111112,0.0,1,churn_event
2023-12-31,Basic,annual,True,722.0,38.0,208,,0,0,0,0,27.962222222222223,0.0,0,stay
2023-12-31,Basic,annual,False,437.0,23.0,313,,0,0,0,0,10.21111111111111,0.0,0,stay
2023-12-31,Basic,annual,False,209.0,11.0,256,,0,1,0,0,0.0,1.0,0,stay
2023-12-31,Basic,annual,False,437.0,23.0,212,,0,0,0,0,15.313888888888888,0.0,0,stay
2023-12-31,Basic,annual,False,38.0,2.0,70,175.0,0,0,0,0,2.0722222222222224,0.0,0,stay
2023-12-31,Basic,annual,True,361.0,19.0,362,,0,0,1,0,17.323611111111113,0.7432323939312843,0,stay
2023-12-31,Basic,annual,False,513.0,27.0,39,,0,0,0,0,99.85555555555555,0.0,0,stay
2023-12-31,Basic,annual,False,893.0,47.0,262,309.0,0,0,0,0,29.671666666666667,0.5551011058122827,0,stay
2023-12-31,Basic,annual,True,0.0,21.0,339,,1,1,0,0,0.0,1.0,0,stay
2023-12-31,Basic,annual,True,589.0,31.0,213,,0,0,0,1,21.253333333333334,0.0,1,churn_event
2023-12-31,Basic,annual,True,323.0,17.0,33,,0,0,1,1,19.95,0.3934941224158897,0,stay
2023-12-31,Basic,annual,True,779.0,41.0,271,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Basic,annual,True,551.0,29.0,133,,0,0,0,0,59.69277777777778,0.09680320772004739,0,stay
2023-12-31,Basic,annual,True,76.0,4.0,203,,0,0,0,0,23.0825,0.0,0,stay
2023-12-31,Basic,annual,True,1159.0,61.0,47,,0,0,1,0,29.394166666666667,0.0,1,churn_event
2023-12-31,Basic,annual,True,475.0,25.0,162,,0,0,0,0,24.505833333333335,0.5763107467546501,0,stay
2023-12-31,Basic,annual,True,418.0,22.0,236,,0,0,0,0,18.553055555555556,0.6521537604224713,0,stay
2023-12-31,Basic,annual,True,722.0,38.0,156,,0,0,0,0,29.17388888888889,0.0,1,churn_event
2023-12-31,Basic,annual,True,551.0,29.0,239,,0,0,0,0,56.42861111111111,0.0,0,stay
2023-12-31,Basic,annual,True,589.0,31.0,73,115.0,0,0,1,0,27.531944444444445,0.0,0,stay
2023-12-31,Basic,annual,False,608.0,32.0,221,,0,0,0,0,34.06666666666666,0.0,0,stay
2023-12-31,Basic,annual,True,684.0,36.0,153,,0,0,0,0,31.920833333333334,0.0,0,stay
2023-12-31,Enterprise,annual,True,1791.0,9.0,250,,0,0,0,0,36.04194444444445,0.13853109895363044,0,stay
2023-12-31,Enterprise,annual,True,0.0,10.0,305,,0,0,1,0,0.0,0.0,0,stay
2023-12-31,Enterprise,annual,True,7960.0,40.0,292,,0,0,1,0,58.86527777777778,0.0,0,stay
2023-12-31,Enterprise,annual,False,4179.0,21.0,294,,0,0,0,0,0.0,1.0,1,churn_event
2023-12-31,Enterprise,annual,True,0.0,9.0,26,,0,0,0,0,15.643333333333333,0.5915430643699003,0,stay
2023-12-31,Enterprise,annual,True,1990.0,10.0,269,,0,0,0,0,40.632222222222225,0.0,0,stay
2023-12-31,Enterprise,annual,True,6567.0,33.0,282,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Enterprise,annual,True,7761.0,39.0,335,,0,0,0,0,30.188055555555557,0.0,0,stay
2023-12-31,Enterprise,annual,True,4378.0,22.0,195,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Enterprise,annual,True,2985.0,15.0,337,,0,0,0,0,57.50055555555556,0.0,0,stay
2023-12-31,Enterprise,annual,True,6766.0,34.0,178,,0,0,0,0,9.2875,0.0,0,stay
2023-12-31,Enterprise,annual,True,9353.0,47.0,354,,0,0,0,0,9.293333333333333,0.6344245814939464,0,stay
2023-12-31,Enterprise,annual,True,13930.0,70.0,119,,1,0,0,0,7.7175,0.6598138851475449,0,stay
2023-12-31,Enterprise,annual,True,7164.0,36.0,363,303.0,0,1,0,0,9.415,0.0,0,stay
2023-12-31,Enterprise,annual,True,13930.0,70.0,282,,0,0,0,0,11.039722222222222,0.6431957337546909,0,stay
2023-12-31,Enterprise,annual,True,8358.0,42.0,194,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Enterprise,annual,True,1592.0,8.0,108,,0,0,0,0,47.115,0.0,0,stay
2023-12-31,Enterprise,annual,True,796.0,4.0,180,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Enterprise,annual,True,995.0,5.0,210,,0,0,0,0,34.92,0.3301754591616537,0,stay
2023-12-31,Enterprise,annual,False,6169.0,31.0,281,,1,0,0,0,20.651666666666667,0.3276965926354626,0,stay
2023-12-31,Enterprise,annual,True,1592.0,8.0,217,,0,0,1,0,0.0,0.0,0,stay
2023-12-31,Enterprise,annual,True,8358.0,42.0,348,,0,1,1,0,35.992777777777775,0.0,0,stay
2023-12-31,Enterprise,annual,False,0.0,15.0,319,284.0,0,0,1,0,63.46527777777778,0.0,0,stay
2023-12-31,Enterprise,annual,True,6169.0,31.0,240,,0,0,1,0,48.9,0.0,0,stay
2023-12-31,Enterprise,annual,True,0.0,19.0,313,13.0,0,0,0,0,0.0,1.0,1,non_renewal
2023-12-31,Enterprise,annual,False,6169.0,31.0,44,,0,0,0,0,6.715,0.8289317255434782,0,stay
2023-12-31,Enterprise,annual,False,10746.0,54.0,243,,0,0,0,0,33.610277777777775,0.0,0,stay
2023-12-31,Enterprise,annual,True,2388.0,12.0,141,,0,0,0,0,0.0,1.0,1,churn_event
2023-12-31,Enterprise,annual,False,0.0,15.0,341,,0,0,0,0,23.145,0.0,0,stay
2023-12-31,Pro,annual,False,980.0,20.0,146,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Pro,annual,True,1666.0,34.0,290,,0,0,0,0,17.226666666666667,0.0,0,stay
2023-12-31,Pro,annual,False,1960.0,40.0,72,,0,0,1,0,18.838333333333335,0.08187799528876613,0,stay
2023-12-31,Pro,annual,True,2303.0,47.0,46,,1,0,0,0,38.83722222222222,0.0,0,stay
2023-12-31,Pro,annual,True,539.0,11.0,248,,0,0,0,0,18.1425,0.4873229928726177,0,stay
2023-12-31,Pro,annual,True,0.0,1.0,127,,0,0,0,0,40.545,0.0,0,stay
2023-12-31,Pro,annual,True,2695.0,55.0,220,,0,1,0,0,26.413333333333334,0.3514929139443209,0,stay
2023-12-31,Pro,annual,True,9261.0,189.0,115,,0,0,0,0,11.629444444444445,0.6702374013453267,0,stay
2023-12-31,Pro,annual,True,245.0,5.0,85,,0,0,1,0,28.094166666666666,0.0,1,churn_event
2023-12-31,Pro,annual,False,1666.0,34.0,326,,0,0,0,0,10.436111111111112,0.19855795895729333,0,stay
2023-12-31,Pro,annual,False,1715.0,35.0,71,,0,0,1,0,14.664722222222222,0.3832449356293371,0,stay
2023-12-31,Pro,annual,True,245.0,5.0,118,,0,0,0,0,80.68027777777777,0.0,0,stay
2023-12-31,Pro,annual,True,1323.0,27.0,244,,0,0,0,0,8.117777777777778,0.6541579389593022,0,stay
2023-12-31,Pro,annual,True,1176.0,24.0,284,,0,0,1,0,34.409444444444446,0.0,1,churn_event
2023-12-31,Pro,annual,True,1274.0,26.0,345,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Pro,annual,False,1960.0,40.0,308,,0,0,0,0,17.29388888888889,0.46328384972154685,0,stay
2023-12-31,Basic,monthly,True,0.0,62.0,261,196.0,0,0,0,0,22.708055555555557,0.0,0,stay
2023-12-31,Basic,monthly,True,551.0,29.0,130,,0,0,0,0,23.032222222222224,0.0,0,stay
2023-12-31,Basic,monthly,True,342.0,18.0,297,,0,0,0,0,51.20777777777778,0.0,0,stay
2023-12-31,Basic,monthly,True,228.0,12.0,233,,0,0,0,0,35.999722222222225,0.0,0,stay
2023-12-31,Basic,monthly,True,627.0,33.0,146,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Basic,monthly,True,0.0,9.0,306,,0,1,1,0,14.058333333333334,0.21902968952533794,0,stay
2023-12-31,Basic,monthly,False,779.0,41.0,242,,0,1,0,0,37.022777777777776,0.0,0,stay
2023-12-31,Basic,monthly,True,152.0,8.0,23,,0,0,0,0,10.380555555555556,0.1739610963748894,0,stay
2023-12-31,Basic,monthly,False,627.0,33.0,250,,0,0,0,0,11.2,0.7448375807666263,0,stay
2023-12-31,Basic,monthly,True,722.0,38.0,325,,0,0,0,0,23.114722222222223,0.023768462792853075,0,stay
2023-12-31,Basic,monthly,True,779.0,41.0,336,,0,0,1,0,11.504166666666666,0.5830019029974728,0,stay
2023-12-31,Basic,monthly,True,0.0,19.0,71,,0,0,0,1,21.518333333333334,0.11170993486836064,0,stay
2023-12-31,Basic,monthly,True,19.0,1.0,214,,0,0,0,0,31.778333333333332,0.0,0,stay
2023-12-31,Basic,monthly,True,342.0,18.0,313,185.0,1,0,0,0,0.0,1.0,0,stay
2023-12-31,Basic,monthly,True,437.0,23.0,88,,0,0,0,0,24.45888888888889,0.0,0,stay
2023-12-31,Basic,monthly,False,323.0,17.0,241,,0,0,1,1,10.317499999999999,0.6061020615932808,0,stay
2023-12-31,Basic,monthly,True,646.0,34.0,243,,0,0,1,0,43.312222222222225,0.0,0,stay
2023-12-31,Basic,monthly,True,0.0,9.0,106,,0,0,0,0,39.49138888888889,0.0,0,stay
2023-12-31,Basic,monthly,False,209.0,11.0,314,,0,0,0,0,52.29555555555555,0.0,0,stay
2023-12-31,Basic,monthly,True,247.0,13.0,226,,0,1,0,0,15.972222222222221,0.7499771718287322,0,stay
2023-12-31,Basic,monthly,True,1216.0,64.0,147,,0,0,0,0,30.13722222222222,0.14415984980555194,0,stay
2023-12-31,Basic,monthly,True,323.0,17.0,44,,1,0,0,0,0.0,1.0,0,stay
2023-12-31,Basic,monthly,True,171.0,9.0,32,,0,0,0,0,13.963333333333333,0.7686519423977025,0,stay
2023-12-31,Basic,monthly,True,399.0,21.0,4,,0,0,0,0,15.981666666666667,0.0,0,stay
2023-12-31,Basic,monthly,True,627.0,33.0,278,,0,0,0,0,13.673333333333334,0.0,1,churn_event
2023-12-31,Basic,monthly,True,0.0,41.0,230,,0,0,0,0,13.967777777777778,0.6373104831147849,0,stay
2023-12-31,Basic,monthly,True,0.0,19.0,56,,0,0,0,0,30.086111111111112,0.0,0,stay
2023-12-31,Basic,monthly,True,570.0,30.0,322,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Basic,monthly,False,760.0,40.0,239,,0,0,0,0,7.330555555555556,0.7749042554098892,0,stay
2023-12-31,Basic,monthly,True,380.0,20.0,48,,0,0,1,0,18.188055555555557,0.0,0,stay
2023-12-31,Basic,monthly,True,399.0,21.0,318,,0,0,0,0,31.39388888888889,0.0,0,stay
2023-12-31,Basic,monthly,True,0.0,44.0,303,35.0,0,0,0,0,0.0,0.0,0,stay
2023-12-31,Basic,monthly,True,741.0,39.0,38,,0,0,0,0,23.070833333333333,0.4764363251257612,0,stay
2023-12-31,Basic,monthly,True,247.0,13.0,272,,0,0,0,0,32.65083333333333,0.0,0,stay
2023-12-31,Basic,monthly,True,304.0,16.0,161,,0,0,0,0,15.676111111111112,0.0,0,stay
2023-12-31,Basic,monthly,True,0.0,41.0,97,,0,0,0,1,7.392777777777778,0.45595780780473844,0,stay
2023-12-31,Basic,monthly,True,399.0,21.0,141,172.0,0,0,0,0,46.33222222222222,0.0,0,stay
2023-12-31,Enterprise,monthly,True,4179.0,21.0,260,,0,0,0,0,0.0,0.0,0,stay
2023-12-31,Enterprise,monthly,True,4179.0,21.0,114,,0,0,0,0,17.141666666666666,0.0,0,stay
2023-12-31,Enterprise,monthly,True,2587.0,13.0,110,,0,0,1,0,48.70222222222222,0.0,1,churn_event
2023-12-31,Enterprise,monthly,True,4378.0,22.0,269,,0,0,0,0,21.00111111111111,0.6157454702548855,0,stay
2023-12-31,Enterprise,monthly,True,3184.0,16.0,170,,0,0,0,0,17.170833333333334,0.16581198888019216,0,stay
2023-12-31,Enterprise,monthly,True,2189.0,11.0,270,,0,1,0,0,16.52638888888889,0.1568766385601927,0,stay
2023-12-31,Enterprise,monthly,True,0.0,11.0,183,209.0,0,0,0,0,67.59583333333333,0.0,0,stay
2023-12-31,Enterprise,monthly,True,3184.0,16.0,278,133.0,0,0,0,0,9.705,0.24835420162643607,0,stay
2023-12-31,Enterprise,monthly,True,12139.0,61.0,140,,0,0,0,0,6.381666666666667,0.6923056318221388,0,stay
2023-12-31,Enterprise,monthly,True,4975.0,25.0,99,,0,0,0,1,37.65777777777778,0.0,1,churn_event
2023-12-31,Enterprise,monthly,True,3781.0,19.0,175,,0,0,0,0,36.951388888888886,0.0,0,stay
2023-12-31,Enterprise,monthly,True,14527.0,73.0,106,,0,0,1,0,11.122222222222222,0.7116831683168318,0,stay
2023-12-31,Enterprise,monthly,True,0.0,24.0,27,,0,0,0,0,11.715,0.0,1,churn_event
2023-12-31,Enterprise,monthly,True,0.0,20.0,335,,0,0,0,0,11.411111111111111,0.0,0,stay
2023-12-31,Enterprise,monthly,True,6567.0,33.0,82,,0,0,0,0,7.293611111111111,0.6025340215861098,0,stay
2023-12-31,Enterprise,monthly,True,5771.0,29.0,294,,0,0,1,0,10.088888888888889,0.502581590588493,0,stay
2023-12-31,Enterprise,monthly,True,0.0,24.0,307,,0,0,0,0,20.488055555555555,0.3267521039852493,0,stay
2023-12-31,Enterprise,monthly,True,6368.0,32.0,114,,0,0,0,0,0.0,0.0,0,stay
2023-12-31,Enterprise,monthly,True,995.0,5.0,62,,0,0,0,0,65.29638888888888,0.0,0,stay
2023-12-31,Enterprise,monthly,True,995.0,5.0,239,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Enterprise,monthly,True,995.0,5.0,308,,0,0,0,0,0.0,0.0,0,stay
2023-12-31,Enterprise,monthly,True,15522.0,78.0,23,,0,0,0,0,0.0,1.0,1,churn_event
2023-12-31,Enterprise,monthly,True,0.0,49.0,285,,0,0,1,0,25.959444444444443,0.0,0,stay
2023-12-31,Enterprise,monthly,True,5572.0,28.0,237,364.0,0,0,0,0,28.37388888888889,0.45725337669100224,0,stay
2023-12-31,Enterprise,monthly,False,1791.0,9.0,321,304.0,0,0,0,0,50.167500000000004,0.0,0,stay
2023-12-31,Enterprise,monthly,True,5970.0,30.0,338,,0,0,1,0,0.0,0.0,0,stay
2023-12-31,Enterprise,monthly,True,1393.0,7.0,40,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Enterprise,monthly,False,1393.0,7.0,189,,0,0,0,0,19.578611111111112,0.0,0,stay
2023-12-31,Enterprise,monthly,True,6766.0,34.0,165,,1,0,0,0,15.677777777777777,0.0,0,stay
2023-12-31,Enterprise,monthly,True,6169.0,31.0,79,,0,0,0,0,10.3,0.6515103099565798,0,stay
2023-12-31,Enterprise,monthly,False,7164.0,36.0,240,,0,0,0,0,20.985555555555557,0.0,0,stay
2023-12-31,Enterprise,monthly,True,2189.0,11.0,72,,0,0,0,0,36.1825,0.0,0,stay
2023-12-31,Enterprise,monthly,True,0.0,19.0,101,,0,0,0,0,11.455555555555556,0.71929155832664,0,stay
2023-12-31,Enterprise,monthly,True,3980.0,20.0,208,,0,0,0,0,9.077777777777778,0.679758544998432,0,stay
2023-12-31,Enterprise,monthly,True,2189.0,11.0,157,,0,0,1,0,21.538333333333334,0.0,0,stay
2023-12-31,Enterprise,monthly,True,796.0,4.0,342,,0,0,0,1,18.442777777777778,0.0,0,stay
2023-12-31,Pro,monthly,False,1176.0,24.0,126,,0,0,0,0,32.43666666666667,0.0,0,stay
2023-12-31,Pro,monthly,True,588.0,12.0,64,,0,0,0,0,20.877222222222223,0.28461831334475535,0,stay
2023-12-31,Pro,monthly,True,784.0,16.0,161,141.0,0,0,0,0,26.77638888888889,0.019997560033346184,0,stay
2023-12-31,Pro,monthly,True,784.0,16.0,268,,0,0,0,0,18.86611111111111,0.0,0,stay
2023-12-31,Pro,monthly,True,245.0,5.0,94,61.0,1,0,0,1,37.56527777777778,0.0,0,stay
2023-12-31,Pro,monthly,True,0.0,16.0,86,,0,0,0,0,6.61,0.6801268953650931,0,stay
2023-12-31,Pro,monthly,True,931.0,19.0,328,,0,0,0,0,25.988055555555555,0.0,0,stay
2023-12-31,Pro,monthly,True,98.0,2.0,234,94.0,0,0,0,0,20.701666666666668,0.0,0,stay
2023-12-31,Pro,monthly,True,3479.0,71.0,228,,1,0,0,0,18.604166666666668,0.0,0,stay
2023-12-31,Pro,monthly,True,1372.0,28.0,120,228.0,0,0,0,0,25.596666666666668,0.0,0,stay
2023-12-31,Pro,monthly,True,1568.0,32.0,141,,0,0,0,0,25.823611111111113,0.0,0,stay
2023-12-31,Pro,monthly,False,343.0,7.0,208,,0,0,1,0,14.600833333333334,0.5885769300010175,0,stay
2023-12-31,Pro,monthly,True,1470.0,30.0,78,,0,0,0,0,6.336666666666667,0.8276857069478646,0,stay
2023-12-31,Pro,monthly,False,1225.0,25.0,61,,0,0,1,0,0.0,0.0,0,stay
2023-12-31,Pro,monthly,False,1764.0,36.0,331,,0,0,0,0,34.284166666666664,0.05348282552512718,0,stay
2023-12-31,Pro,monthly,True,2989.0,61.0,303,,0,0,0,0,13.14,0.5713509007213019,0,stay
2023-12-31,Pro,monthly,True,3038.0,62.0,66,,0,0,0,0,12.796666666666667,0.476589217746975,1,churn_event
2023-12-31,Pro,monthly,True,539.0,11.0,169,,0,0,0,0,12.7225,0.4978621234048151,0,stay
2023-12-31,Pro,monthly,False,0.0,9.0,217,,0,0,0,0,39.14194444444445,0.06674658418825201,0,stay
2023-12-31,Pro,monthly,True,1519.0,31.0,272,349.0,0,0,0,0,47.626666666666665,0.0,0,stay
2023-12-31,Pro,monthly,True,2254.0,46.0,185,,0,0,1,0,47.26777777777778,0.0,0,stay
2023-12-31,Pro,monthly,True,0.0,53.0,108,,0,0,0,0,34.05388888888889,0.0,0,stay
2023-12-31,Pro,monthly,True,1911.0,39.0,229,11.0,0,0,0,0,58.533055555555556,0.0,1,non_renewal
2023-12-31,Pro,monthly,True,1421.0,29.0,338,,0,0,0,0,0.0,0.0,0,stay
2023-12-31,Pro,monthly,True,2891.0,59.0,129,,0,0,1,0,7.748611111111111,0.25512029693716787,0,stay
2023-12-31,Pro,monthly,True,1519.0,31.0,137,267.0,1,0,0,0,20.318333333333335,0.0,0,stay
2023-12-31,Pro,monthly,True,3332.0,68.0,310,,0,0,0,0,23.72222222222222,0.6875537360012001,0,stay
2023-12-31,Pro,monthly,False,49.0,1.0,280,,0,0,1,0,11.444444444444445,0.3795367609409355,0,stay
2023-12-31,Pro,monthly,True,0.0,28.0,338,,1,0,1,0,7.060277777777777,0.7915118406050315,0,stay
2023-12-31,Pro,monthly,False,931.0,19.0,203,,0,0,0,0,40.46861111111111,0.2815904058858628,0,stay
2023-12-31,Pro,monthly,True,0.0,23.0,233,,0,0,1,0,37.43277777777778,0.15766247241859963,0,stay
2023-12-31,Pro,monthly,True,2597.0,53.0,110,,0,0,0,0,26.345833333333335,0.0,0,stay
2023-12-31,Pro,monthly,False,0.0,11.0,318,,0,0,0,0,19.348055555555554,0.0,0,stay
2023-12-31,Pro,monthly,True,588.0,12.0,213,,0,0,0,0,33.039722222222224,0.0,0,stay
2023-12-31,Pro,monthly,True,294.0,6.0,301,,0,0,0,0,44.05722222222222,0.0,0,stay
2023-12-31,Pro,monthly,True,0.0,40.0,284,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Pro,monthly,True,1715.0,35.0,167,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,Pro,monthly,True,1029.0,21.0,55,,0,0,0,0,56.12416666666667,0.0,0,stay
2023-12-31,,,,,,42,,1,0,0,0,10.997222222222222,0.08443375500104065,0,stay
2023-12-31,,,,,,95,,0,0,0,0,11.8525,0.17344981887918187,0,stay
2023-12-31,,,,,,28,,1,0,0,0,27.200555555555557,0.466978025267948,0,stay
2023-12-31,,,,,,11,,0,0,0,0,27.4175,0.0,1,churn_event
2023-12-31,,,,,,57,,0,0,0,0,12.533333333333333,0.24668169296268466,0,stay
2023-12-31,,,,,,40,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,,,,,,139,,1,1,0,0,12.58,0.6553791833442404,0,stay
2023-12-31,,,,,,30,,1,0,0,0,10.11,0.0,0,stay
2023-12-31,,,,,,111,,0,0,0,0,35.17305555555556,0.0,0,stay
2023-12-31,,,,,,9,,0,0,0,0,41.525555555555556,0.0,0,stay
2023-12-31,,,,,,34,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,,,,,,63,,0,0,0,0,26.66888888888889,0.0,0,stay
2023-12-31,,,,,,12,,0,0,0,0,21.21638888888889,0.0,0,stay
2023-12-31,,,,,,4,,0,0,0,0,28.173333333333332,0.5792582759478968,0,stay
2023-12-31,,,,,,53,,0,0,0,0,40.50083333333333,0.0,0,stay
2023-12-31,,,,,,34,,0,0,0,0,11.169444444444444,0.6794534525916359,0,stay
2023-12-31,,,,,,89,,0,0,0,0,12.47888888888889,0.0,0,stay
2023-12-31,,,,,,40,,0,0,0,0,65.955,0.0,0,stay
2023-12-31,,,,,,62,,0,0,0,0,0.0,0.0,0,stay
2023-12-31,,,,,,55,,0,0,0,0,0.0,1.0,0,stay
2023-12-31,,,,,,53,,1,0,0,0,21.913333333333334,0.0,0,stay
2023-12-31,,,,,,103,,0,0,0,0,28.356944444444444,0.0,0,stay
2023-12-31,,,,,,6,,0,0,0,0,39.83694444444444,0.0,0,stay
2023-12-31,,,,,,5,,0,0,0,0,11.3575,0.0,0,stay
2023-12-31,,,,,,103,,0,0,0,0,4.418888888888889,0.4605263157894737,0,stay
2023-12-31,,,,,,5,,0,0,0,0,65.98333333333333,0.0,0,stay
2023-12-31,,,,,,47,,0,0,0,0,30.44972222222222,0.0,0,stay
2023-12-31,,,,,,15,,0,0,0,0,45.14138888888889,0.0,0,stay
2023-12-31,,,,,,102,,0,0,0,0,14.813611111111111,0.4748653412503816,0,stay
2023-12-31,,,,,,9,,0,0,0,0,8.537777777777778,0.8716584685534854,0,stay
2023-12-31,,,,,,114,,0,0,0,0,20.683055555555555,0.0,0,stay
2023-12-31,,,,,,29,,0,0,0,0,50.33361111111111,0.0,0,stay
2023-12-31,,,,,,58,,0,0,0,0,45.87027777777778,0.0,0,stay
2023-12-31,,,,,,25,,0,0,0,0,13.823333333333334,0.0,0,stay
2023-12-31,,,,,,11,,0,0,0,0,37.85888888888889,0.0,0,stay
2023-12-31,,,,,,355,,0,0,0,0,20.593888888888888,0.0,0,stay
2023-12-31,,,,,,10,,0,0,0,0,0.0,0.0,0,stay
2024-01-31,Basic,annual,True,342.0,18.0,167,,0,0,1,0,27.3825,0.0,0,stay
2024-01-31,Basic,annual,False,266.0,14.0,268,,0,1,0,0,14.124444444444444,0.0,0,stay
2024-01-31,Basic,annual,False,1691.0,89.0,16,119.0,0,0,0,0,18.753333333333334,0.647123390776661,0,stay
2024-01-31,Basic,annual,True,494.0,26.0,330,149.0,0,0,0,0,30.130555555555556,0.0,0,stay
2024-01-31,Basic,annual,True,361.0,19.0,138,,0,0,0,0,63.29138888888889,0.0,0,stay
2024-01-31,Basic,annual,True,380.0,20.0,126,,0,0,0,0,27.837777777777777,0.0,0,stay
2024-01-31,Basic,annual,True,608.0,32.0,272,,1,0,0,0,0.0,1.0,0,stay
2024-01-31,Basic,annual,True,171.0,9.0,299,277.0,0,0,1,0,35.13638888888889,0.0,0,stay
2024-01-31,Basic,annual,False,247.0,13.0,141,,1,0,1,0,7.929444444444444,0.8371851615258259,0,stay
2024-01-31,Basic,annual,True,380.0,20.0,393,67.0,0,0,0,0,15.36,0.0,0,stay
2024-01-31,Basic,annual,True,0.0,13.0,281,,0,0,0,0,20.162222222222223,0.0,0,stay
2024-01-31,Basic,annual,False,1064.0,56.0,180,,0,0,1,0,23.331666666666667,0.0,0,stay
2024-01-31,Basic,annual,True,0.0,25.0,102,,0,0,0,0,12.506388888888889,0.4188030878062634,0,stay
2024-01-31,Basic,annual,True,0.0,64.0,170,79.0,0,1,0,0,20.2075,0.0,0,stay
2024-01-31,Basic,annual,False,437.0,23.0,344,,0,0,0,0,13.964166666666667,0.0,0,stay
2024-01-31,Basic,annual,False,209.0,11.0,287,,0,1,0,0,13.45,0.0,0,stay
2024-01-31,Basic,annual,False,893.0,47.0,385,,0,0,0,0,11.369444444444444,0.0,0,stay
2024-01-31,Basic,annual,True,513.0,27.0,94,,0,0,1,0,60.46194444444444,0.0,0,stay
2024-01-31,Basic,annual,True,285.0,15.0,272,,0,0,1,0,9.31,0.09764962442452131,0,stay
2024-01-31,Basic,annual,False,437.0,23.0,243,,0,0,0,0,11.2475,0.2655360058044621,0,stay
2024-01-31,Basic,annual,True,114.0,6.0,84,,0,0,0,0,24.65222222222222,0.39131567937559586,0,stay
2024-01-31,Basic,annual,False,38.0,2.0,101,144.0,0,0,0,0,0.0,1.0,0,stay
2024-01-31,Basic,annual,True,361.0,19.0,393,,0,0,0,0,0.0,1.0,0,stay
2024-01-31,Basic,annual,False,513.0,27.0,70,,0,0,0,0,32.63305555555556,0.6731973962390119,0,stay
2024-01-31,Basic,annual,True,342.0,18.0,260,,0,1,0,0,5.238888888888889,0.8844185690209898,0,stay
2024-01-31,Basic,annual,True,0.0,21.0,370,,0,1,0,0,9.8675,0.0,0,stay
2024-01-31,Basic,annual,True,1045.0,55.0,257,,0,1,0,0,21.773888888888887,0.0,0,stay
2024-01-31,Basic,annual,True,589.0,31.0,244,,1,0,0,0,22.610833333333332,0.0,0,stay
2024-01-31,Basic,annual,True,1178.0,62.0,302,,0,0,0,0,24.05472222222222,0.0,0,stay
2024-01-31,Basic,annual,True,551.0,29.0,164,,0,0,0,0,6.071666666666666,0.898284735730174,0,stay
2024-01-31,Basic,annual,True,266.0,14.0,211,,0,0,0,0,0.0,0.0,0,stay
